SSA,PC-S,CB,VB,Fe2+/Fe3+,Light,Dose,pH,C,Time,EHOMO,Hardness,remove
36.8,0.203,-0.3,1.15,1.124,1,50,5,5,45,-6.059521,7.2078,0.419011587
36.8,0.203,-0.3,1.15,1.124,1,50,5,5,60,-6.059521,7.2078,0.471233425
36.8,0.203,-0.3,1.15,1.124,3,50,6,5,2,-6.059521,7.2078,0.243473701
36.8,0.203,-0.3,1.15,1.124,3,50,6,5,5,-6.059521,7.2078,0.369066118
36.8,0.203,-0.3,1.15,1.124,3,50,6,5,10,-6.059521,7.2078,0.482557688
36.8,0.203,-0.3,1.15,1.124,3,50,6,5,15,-6.059521,7.2078,0.586512315
36.8,0.203,-0.3,1.15,1.124,3,50,6,5,30,-6.059521,7.2078,0.709016393
36.8,0.203,-0.3,1.15,1.124,3,50,6,5,45,-6.059521,7.2078,0.79941341
36.8,0.203,-0.3,1.15,1.124,3,50,7,5,2,-6.059521,7.2078,0.240255041
36.8,0.203,-0.3,1.15,1.124,3,50,7,5,5,-6.059521,7.2078,0.381994563
36.8,0.203,-0.3,1.15,1.124,3,50,7,5,10,-6.059521,7.2078,0.49867981
36.8,0.203,-0.3,1.15,1.124,3,50,7,5,15,-6.059521,7.2078,0.563750513
36.8,0.203,-0.3,1.15,1.124,3,50,7,5,30,-6.059521,7.2078,0.736020654
36.8,0.203,-0.3,1.15,1.124,3,50,7,5,45,-6.059521,7.2078,0.818654775
36.8,0.203,-0.3,1.15,1.124,3,35,4.7,10,3,-6.187815,7.034,0.091159195
36.8,0.203,-0.3,1.15,1.124,3,35,4.7,10,8,-6.187815,7.034,0.189542263
36.8,0.203,-0.3,1.15,1.124,3,35,4.7,10,15,-6.187815,7.034,0.222446327
36.8,0.203,-0.3,1.15,1.124,3,35,4.7,10,30,-6.187815,7.034,0.280667702
36.8,0.203,-0.3,1.15,1.124,3,35,4.7,10,60,-6.187815,7.034,0.3275638
36.8,0.203,-0.3,1.15,1.124,1,35,4.7,10,5,-6.187815,7.034,0.122097772
36.8,0.203,-0.3,1.15,1.124,1,35,4.7,10,15,-6.187815,7.034,0.154474142
36.8,0.203,-0.3,1.15,1.124,1,35,4.7,10,25,-6.187815,7.034,0.212502527
36.8,0.203,-0.3,1.15,1.124,1,35,4.7,10,40,-6.187815,7.034,0.234571995
36.8,0.203,-0.3,1.15,1.124,1,35,4.7,10,60,-6.187815,7.034,0.248691925
36.8,0.203,-0.3,1.15,1.124,3,50,4.4,20,7,-6.302726,7.2129,0.134021674
36.8,0.203,-0.3,1.15,1.124,3,50,4.4,20,16,-6.302726,7.2129,0.160597274
36.8,0.203,-0.3,1.15,1.124,3,50,4.4,20,30,-6.302726,7.2129,0.196505805
36.8,0.203,-0.3,1.15,1.124,3,50,4.4,20,45,-6.302726,7.2129,0.231294128
36.8,0.203,-0.3,1.15,1.124,3,50,4.4,20,60,-6.302726,7.2129,0.249127838
36.8,0.203,-0.3,1.15,1.124,1,50,4.4,20,7,-6.302726,7.2129,0.05343422
36.8,0.203,-0.3,1.15,1.124,1,50,4.4,20,16,-6.302726,7.2129,0.085799123
36.8,0.203,-0.3,1.15,1.124,1,50,4.4,20,30,-6.302726,7.2129,0.09759298
36.8,0.203,-0.3,1.15,1.124,1,50,4.4,20,45,-6.302726,7.2129,0.10533756
36.8,0.203,-0.3,1.15,1.124,1,50,4.4,20,60,-6.302726,7.2129,0.143656885
